title,start_date_f,end_date_f,address,description,source,tags
Night Out: Circus in the Parks at McKinley,2015-09-05T15:00:00,2015-09-05T16:30:00,"McKinley Park, 2210 W. Pershing Rd., Chicago IL         60609","Midnight Circus presents a true ""Big Top"" tent extravaganza.  Celebrating community and rebuilding parks, one circus at a time.     Tickets available for purchase at the tent or in advance by visiting   http://midnightcircus.net/events/upcoming/   . ]",parks,none
Night Out: Circus in the Parks at McKinley,2015-09-06T15:00:00,2015-09-06T16:30:00,"McKinley Park, 2210 W. Pershing Rd., Chicago IL         60609","Midnight Circus presents a true ""Big Top"" tent extravaganza.  Celebrating community and rebuilding parks, one circus at a time.     Tickets available for purchase at the tent or in advance by visiting   http://midnightcircus.net/events/upcoming/   . ]",parks,none
Night Out: Stargazing at Jefferson,2015-09-10T19:30:00,2015-09-10T20:30:00,"Jefferson Memorial Park, 4822 N. Long Ave., Chicago IL         60630","Bring the whole family and a blanket for a night of stargazing with the Chicago Astronomer: look deep into the night sky and learn about phases of the moon, neighboring planets, star clusters, nebulae, and more.]",parks,none
Night Out: Intro Tour at Garfield Conservatory,2015-09-12T10:00:00,2015-09-12T11:00:00,"Garfield Park Conservatory, 300 N. Central Park Ave., Chicago IL         60624","Take a free guided tour of the Conservatory and learn more about our plants and history. Tours meet in the main lobby, register an hour before each tour.]",parks,none
Night Out: Circus in the Parks at Ogden,2015-09-12T15:00:00,2015-09-12T16:30:00,"Ogden Park, 6500 S. Racine Ave., Chicago IL         60636","Midnight Circus presents a true ""Big Top"" tent extravaganza.  Celebrating community and rebuilding parks, one circus at a time.     Tickets available for purchase at the tent or in advance by visiting   http://midnightcircus.net/events/upcoming/   . ]",parks,none
Night Out: Symphony Sounds at Wicker,2015-09-13T11:00:00,2015-09-13T12:30:00,"Wicker Park, 1425 N. Damen Avenue, Chicago IL         60622",Enjoy the classics and modern string quartet music. Produced by  www.WickerPark.org ],parks,none
Night Out: Circus in the Parks at Ogden,2015-09-13T15:00:00,2015-09-13T16:30:00,"Ogden Park, 6500 S. Racine Ave., Chicago IL         60636","Midnight Circus presents a true ""Big Top"" tent extravaganza.  Celebrating community and rebuilding parks, one circus at a time.     Tickets available for purchase at the tent or in advance by visiting   http://midnightcircus.net/events/upcoming/   . ]",parks,none
Storytelling Guild Meetings at NPV,2015-09-16T19:30:00,2015-09-16T22:00:00,"North Park Village Nature Center, 5801 N. Pulaski Rd., Chicago IL         60646","Nature Center/North Shore Storytelling Guild meetings are open to all interested in the art of storytelling.   No experience necessary.  Come to tell or just to listen.  No registration required.   For more information, call Mark Kater at 847-673-5786]",parks,none
Night Out: The Turn of the Screw at Berger,2015-09-18T19:30:00,2015-09-18T21:00:00,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660"," Chicago Fringe Opera previews their production of ""The Turn of the Screw"" ]",parks,none
Night Out: Circus in the Parks at Wicker,2015-09-19T14:00:00,2015-09-19T15:30:00,"Wicker Park, 1425 N. Damen Avenue, Chicago IL         60622","Midnight Circus presents a true ""Big Top"" tent extravaganza.  Celebrating community and rebuilding parks, one circus at a time.     Tickets available for purchase at the tent or in advance by visiting   http://midnightcircus.net/events/upcoming/   . Children under 2 are Free. ]",parks,none
Night Out: Circus in the Parks at Wicker,2015-09-19T17:00:00,2015-09-19T18:30:00,"Wicker Park, 1425 N. Damen Avenue, Chicago IL         60622","Midnight Circus presents a true ""Big Top"" tent extravaganza.  Celebrating community and rebuilding parks, one circus at a time.     Tickets available for purchase at the tent or in advance by visiting   http://midnightcircus.net/events/upcoming/   . Children under 2 are Free. ]",parks,none
Night Out: Harvest Day at Garfield Conservatory,2015-09-20T12:00:00,2015-09-20T16:00:00,"Garfield Park Conservatory, 300 N. Central Park Ave., Chicago IL         60624","Join us for a little bit of country in the city! Games and family activities teach about nature, gardening, and composting. With music and craft projects for all ages.]",parks,none
Night Out: Circus in the Parks at Wicker,2015-09-20T14:00:00,2015-09-20T15:30:00,"Wicker Park, 1425 N. Damen Avenue, Chicago IL         60622","Midnight Circus presents a true ""Big Top"" tent extravaganza.  Celebrating community and rebuilding parks, one circus at a time.     Tickets available for purchase at the tent or in advance by visiting   http://midnightcircus.net/events/upcoming/   . Children under 2 are Free. ]",parks,none
Night Out: Circus in the Parks at Wicker,2015-09-20T17:00:00,2015-09-20T18:30:00,"Wicker Park, 1425 N. Damen Avenue, Chicago IL         60622","Midnight Circus presents a true ""Big Top"" tent extravaganza.  Celebrating community and rebuilding parks, one circus at a time.     Tickets available for purchase at the tent or in advance by visiting   http://midnightcircus.net/events/upcoming/   . Children under 2 are Free. ]",parks,none
NIght Out: Greater Than at Berger,2015-09-21T19:00:00,2015-09-21T20:30:00,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660"," Three Cat Productions performs a staged reading of ""Greater Than"" ]",parks,none
Night Out: Stargazing at South Shore,2015-09-23T18:30:00,2015-09-23T19:30:00,"South Shore Cultural Center, ,   ","Bring the whole family and a blanket for a night of stargazing with the Chicago Astronomer: look deep into the night sky and learn about phases of the moon, neighboring planets, star clusters, nebulae, and more.]",parks,none
Night Out: The Turn of the Screw at Berger,2015-09-23T19:30:00,2015-09-23T21:00:00,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660"," Chicago Fringe Opera previews their production of ""The Turn of the Screw"" ]",parks,none
Night Out: Cowboys and Vikings at Steelworkers,2015-09-24T19:30:00,2015-09-24T21:30:00,"Steelworkers Park , East 87th at Lake Michigan, Chicago IL         60619","""The Cowboys and Vikings Project is a multimedia performance bringing into question the contemporary reinvention of history. The historical figures of the ?Cowboy? and the ?Viking? are dissected and repurposed to challenge societal assumptions about contemporary ideas of masculinity. The Cowboys and VikingsProject consists of three interdisciplinary performances (music, video, object and dance). Playing with the same structure as iconic Western film trilogies, the Cowboys and Vikings Project is presented n three shorter performances: ?Five Gaits, Four Walls, Fourteen Knots?, ?Wasteland, Water, and Words?, & ?Prairies, Wakes, and Empty Space?. This summer, Erica Mott Productions is excited to present our trilogy at three distinct sites rooted in and inspired by the history of Cowboys and Vikings in Chicago and Illinois.""]",parks,none
Night Out: The Turn of the Screw at Berger,2015-09-24T19:30:00,2015-09-24T21:30:00,"Steelworkers Park , East 87th at Lake Michigan, Chicago IL         60619","Join us for an evening of theater in the park.
",parks,none
Night Out: The Turn of the Screw at Berger,2015-09-25T19:30:00,2015-09-25T21:00:00,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660"," Chicago Fringe Opera previews their production of ""The Turn of the Screw"" ]",parks,none
Night Out: Cowboys and Vikings at Steelworkers,2015-09-25T19:30:00,2015-09-25T21:30:00,"Steelworkers Park , East 87th at Lake Michigan, Chicago IL         60619","""The Cowboys and Vikings Project is a multimedia performance bringing into question the contemporary reinvention of history. The historical figures of the ?Cowboy? and the ?Viking? are dissected and repurposed to challenge societal assumptions about contemporary ideas of masculinity. The Cowboys and VikingsProject consists of three interdisciplinary performances (music, video, object and dance). Playing with the same structure as iconic Western film trilogies, the Cowboys and Vikings Project is presented n three shorter performances: ?Five Gaits, Four Walls, Fourteen Knots?, ?Wasteland, Water, and Words?, & ?Prairies, Wakes, and Empty Space?. This summer, Erica Mott Productions is excited to present our trilogy at three distinct sites rooted in and inspired by the history of Cowboys and Vikings in Chicago and Illinois.""]",parks,none
Night Out: Circus in the Parks at Margate,2015-09-26T14:00:00,2015-09-26T15:30:00,"Margate Park Fieldhouse, 4921 N. Marine Drive, Chicago IL         60640","Midnight Circus presents a true ""Big Top"" tent extravaganza.  Celebrating community and rebuilding parks, one circus at a time.     Tickets available for purchase at the tent or in advance by visiting   http://midnightcircus.net/events/upcoming/   . Children under 2 are Free. ]",parks,none
Night Out: Circus in the Parks at Margate,2015-09-26T17:00:00,2015-09-26T18:30:00,"Margate Park Fieldhouse, 4921 N. Marine Drive, Chicago IL         60640","Midnight Circus presents a true ""Big Top"" tent extravaganza.  Celebrating community and rebuilding parks, one circus at a time.     Tickets available for purchase at the tent or in advance by visiting   http://midnightcircus.net/events/upcoming/   . Children under 2 are Free. ]",parks,none
Night Out: Circus in the Parks at Margate,2015-09-27T14:00:00,2015-09-27T15:30:00,"Margate Park Fieldhouse, 4921 N. Marine Drive, Chicago IL         60640","Midnight Circus presents a true ""Big Top"" tent extravaganza.  Celebrating community and rebuilding parks, one circus at a time.     Tickets available for purchase at the tent or in advance by visiting   http://midnightcircus.net/events/upcoming/   . Children under 2 are Free. ]",parks,none
Night Out: Circus in the Parks at Margate,2015-09-27T14:00:00,2015-09-27T15:30:00,"Margate Park Fieldhouse, 4921 N. Marine Drive, Chicago IL         60640","Midnight Circus presents a true ""Big Top"" tent extravaganza—celebrating community and rebuilding parks, one circus at a time.
",parks,none
Night Out: Circus in the Parks at Margate,2015-09-27T17:00:00,2015-09-27T18:30:00,"Margate Park Fieldhouse, 4921 N. Marine Drive, Chicago IL         60640","Midnight Circus presents a true ""Big Top"" tent extravaganza.  Celebrating community and rebuilding parks, one circus at a time.     Tickets available for purchase at the tent or in advance by visiting   http://midnightcircus.net/events/upcoming/   . Children under 2 are Free. ]",parks,none
Night Out: Too Much Light at Don Nash,2015-10-02T18:00:00,2015-10-02T19:30:00,"Don Nash Community Center, 1833 E. 71st St., Chicago IL         60649","Now in its 26th year, The Neo-Futurists' ""Too Much Light Makes the Baby Go Blind"" is the longest-running show in Chicago. Part late-night comedy fest, part political manifesto, and fully an honest portrayal of the writer-performers' lives, ""Too Much Light..."" is an ongoing attempt to perform an ever-changing menu of 30 plays in 60 minutes.]",parks,none
Night Out: Too Much Light at Don Nash,2015-10-03T14:00:00,2015-10-03T15:30:00,"Don Nash Community Center, 1833 E. 71st St., Chicago IL         60649","Now in its 26th year, The Neo-Futurists' ""Too Much Light Makes the Baby Go Blind"" is the longest-running show in Chicago. Part late-night comedy fest, part political manifesto, and fully an honest portrayal of the writer-performers' lives, ""Too Much Light..."" is an ongoing attempt to perform an ever-changing menu of 30 plays in 60 minutes.]",parks,none
